SMA Period,Final Net Worth,Return Percentage
5,998557.805666862,-0.14421943331379694
10,1003442.741279115,0.3442741279114925
15,1007329.5475980202,0.7329547598020181
20,1003141.8918819986,0.31418918819985375
30,1003141.8918819986,0.31418918819985375
