SMA Period,Final Net Worth,Return Percentage
5,1008656.5130909773,0.8656513090977258
10,1008310.4289364287,0.8310428936428638
15,1021101.4580095034,2.110145800950347
20,959823.737687544,-4.0176262312456075
30,959823.737687544,-4.0176262312456075
