SMA Period,Final Net Worth,Return Percentage
5,1008671.2773650385,0.8671277365038588
10,1007561.5649078704,0.7561564907870411
15,1019876.6938359917,1.9876693835991777
20,978418.894138091,-2.158110586190898
30,978418.894138091,-2.158110586190898
