snapped_at,open,market_cap,total_volume,date,SMA_5,STD_5,SMA_10,STD_10,SMA_15,STD_15,SMA_20,STD_20,SMA_30,STD_30,EMA_12,EMA_26,MACD,Signal_Line
2023-11-01 00:00:00 UTC,1816.803149,218000000000.0,10712345069.0,2023-11-01 00:00:00+00:00,1796.3063684,17.656980238245726,1778.5523118,43.13296684317921,1714.4156694,101.26855854402548,1675.9231963000002,111.17050104268323,1657.6500239000002,96.05337740604584,1752.9418055434594,1699.2542703385045,53.687535204954884,36.89885076335534
2023-11-02 00:00:00 UTC,1846.482231,222000000000.0,18025272110.0,2023-11-02 00:00:00+00:00,1809.4887322000002,25.730327881654535,1796.7434710999999,23.7054720634098,1733.1771122666664,97.62510419619254,1691.4066675999998,112.33470931474635,1663.6902174333334,102.05917998026108,1767.332640229081,1710.160045202319,57.17259502676211,40.9535996160367
2023-11-03 00:00:00 UTC,1800.90718,217000000000.0,15441869610.0,2023-11-03 00:00:00+00:00,1814.399455,19.38637987452571,1800.3411582,20.905529082703502,1748.9661784666669,86.88267232854531,1703.90368295,109.7619840897742,1668.5097233333333,105.06871076086179,1772.4979540399918,1716.8820551873323,55.615898852659484,43.886059463361256
2023-11-04 00:00:00 UTC,1834.173057,220000000000.0,12992122084.0,2023-11-04 00:00:00+00:00,1821.6009835999998,18.516668683512062,1805.2811227999998,22.587067187238862,1766.6860700666666,73.49314256303218,1717.8395254,107.59462733008006,1674.7090461333332,109.23278265386185,1781.9864314184545,1725.5702775438263,56.41615387462821,46.39207834561465
2023-11-05 00:00:00 UTC,1855.454385,224000000000.0,8686638673.0,2023-11-05 00:00:00+00:00,1830.7640004,22.105625007458315,1812.2710464,26.312718334128803,1783.4557,61.40196870154809,1732.7242041999998,104.83999178059547,1682.7910293333334,113.39934168465273,1793.289193507923,1735.19132254058,58.09787096734317,48.73323686996036
2023-11-06 00:00:00 UTC,1895.938066,228000000000.0,12950158460.0,2023-11-06 00:00:00+00:00,1846.5909838,34.47796783883678,1821.4486761,37.00353321699919,1801.2318691333335,51.35998035457906,1747.4594979999997,106.08911122070975,1691.1091848,119.61922789650488,1809.0813277374732,1747.0984887227592,61.982839014714045,51.3831572989111
2023-11-07 00:00:00 UTC,1898.518226,228000000000.0,12499005108.0,2023-11-07 00:00:00+00:00,1856.9981828,41.56259967020276,1833.2434575,41.09726619469052,1816.828375,41.46379174058661,1764.1323798999997,102.04043780239039,1699.8903638333334,124.91656779465545,1822.8408505470927,1758.3147655581101,64.52608498898257,54.0117428369254
2023-11-08 00:00:00 UTC,1887.315322,227000000000.0,16015418080.0,2023-11-08 00:00:00+00:00,1874.2798112,28.2376242749259,1844.3396331,38.95427981658521,1824.9873758666665,42.5490518383539,1780.2945866500002,93.96471503775787,1708.3268194,128.8143331774252,1832.760000001386,1767.8703623315835,64.8896376698026,56.18732180350084
2023-11-09 00:00:00 UTC,1891.491779,227000000000.0,11363875212.0,2023-11-09 00:00:00+00:00,1885.7435556,17.46472604648242,1853.6722696000002,37.82592960938599,1832.1019337333335,44.2334101541005,1796.45044145,82.71464037264343,1718.7039533666668,130.66111922617944,1841.795658308865,1777.0275043070217,64.76815400184341,57.90348824316936
2023-11-10 00:00:00 UTC,2128.609504,256000000000.0,43401498655.0,2023-11-10 00:00:00+00:00,1940.3745794,105.31352934563226,1885.5692898999998,92.10778110026772,1854.9722240666667,86.7248141255346,1822.6854198499998,99.86433894610936,1737.4089959666667,147.36167635412178,1885.9208653382707,1803.0706153953904,82.85024994288028,62.89284058311155
2023-11-11 00:00:00 UTC,2078.853466,250000000000.0,25647329729.0,2023-11-11 00:00:00+00:00,1976.9576593999998,117.12594444905375,1911.7743216,106.51945246726343,1873.2850038666666,102.75054639305556,1845.1633167,104.52955732057579,1754.5402380666667,156.2242668347116,1915.6028039016137,1823.4989746994354,92.1038292021783,68.7350383069249
2023-11-12 00:00:00 UTC,2052.994586,247000000000.0,14070951951.0,2023-11-12 00:00:00+00:00,2007.8529314,111.50137643458079,1932.4255571,112.31548547177908,1891.4466154666666,109.07380309545876,1864.5845140999998,105.2912255675679,1771.7462974333334,159.80191760274153,1936.7400011475193,1840.4986496105882,96.241351536931,74.23630095292613
2023-11-13 00:00:00 UTC,2046.08708,246000000000.0,9202824691.0,2023-11-13 00:00:00+00:00,2039.6072829999998,88.91156898689343,1956.9435470999997,107.05318222857528,1909.4288497333332,110.96208338923914,1878.6423526499998,109.95175156908923,1788.2503043333334,161.76939489641447,1953.5626286632855,1855.7274222320261,97.8352064312594,78.95608204859278
