snapped_at,open,market_cap,total_volume,date,SMA_5,STD_5,SMA_10,STD_10,SMA_15,STD_15,SMA_20,STD_20,SMA_30,STD_30,EMA_12,EMA_26,MACD,Signal_Line
2023-09-01 00:00:00 UTC,1645.181525,198000000000.0,11279510279.0,2023-09-01 00:00:00+00:00,1678.121902,37.39873568894435,1666.2658771,29.943779165782225,1667.8490531333332,24.533968758241677,1709.28204195,76.91800296473906,1752.9226609,88.65270334355883,1684.7372251082663,1726.0929226531468,-41.35569754488051,-45.81180861884846
2023-09-02 00:00:00 UTC,1630.60589,196000000000.0,9227778946.0,2023-09-02 00:00:00+00:00,1672.8568683999997,42.61683457693619,1665.8073367000002,30.502407133993806,1664.8319677333336,26.20403431315871,1698.3870745,71.3936590121403,1746.0091255,89.8671525901543,1676.4093273993024,1719.0198091232842,-42.61048172398182,-45.171543239875135
2023-09-03 00:00:00 UTC,1636.162199,197000000000.0,3262521604.0,2023-09-03 00:00:00+00:00,1669.449595,45.185121186196845,1661.5111573000001,31.429817492631468,1663.197507,27.226244276341315,1688.21954395,64.37224179336444,1739.3578220333332,90.38261843652535,1670.2174614917176,1712.8822083734112,-42.664746881693645,-44.67018396823884
2023-09-04 00:00:00 UTC,1635.403043,197000000000.0,4542394704.0,2023-09-04 00:00:00+00:00,1650.492152,30.982241051775887,1659.2114962,32.50567235344995,1660.9421462,28.07840687794242,1677.81402655,53.91993711456899,1732.9225503333334,90.69203616337086,1664.8613971083764,1707.1430109383439,-42.281613829967455,-44.192469940584566
2023-09-05 00:00:00 UTC,1630.627547,196000000000.0,5906286578.0,2023-09-05 00:00:00+00:00,1635.5960407999999,5.954553428214933,1656.9313189,33.73291357020549,1657.486527666667,28.428250431730476,1667.9997475,41.87038463743104,1726.1077826333335,90.43251125542481,1659.5946509378568,1701.4751987947627,-41.88054785690588,-43.730085523848835
2023-09-06 00:00:00 UTC,1633.077004,196000000000.0,6218544481.0,2023-09-06 00:00:00+00:00,1633.1751366,2.5974496838759387,1655.6485193,34.435411367016535,1655.2356302666667,28.96629387500759,1659.180574,26.11952035833366,1719.6534568,89.91335900727665,1655.5150129474173,1696.4086658470026,-40.89365289958528,-43.16279899899613
2023-09-07 00:00:00 UTC,1632.902416,196000000000.0,7246472223.0,2023-09-07 00:00:00+00:00,1633.6344418,2.202584932609146,1653.2456551,35.16655726732077,1655.0830384,29.08521262832624,1657.0325862500001,26.43994825733275,1713.1857544666668,88.9032319574108,1652.036151878584,1691.7044991916691,-39.66834731308518,-42.463908661813946
2023-09-08 00:00:00 UTC,1646.305083,198000000000.0,6834398038.0,2023-09-08 00:00:00+00:00,1635.6630185999998,6.18436525302105,1652.5563068,35.23508047264922,1652.8951110666667,28.373244342885446,1656.3138849,26.530814230634,1706.1677857333334,85.41329328273336,1651.1544489741864,1688.3415794737675,-37.187130499581144,-41.40855302936739
2023-09-09 00:00:00 UTC,1636.354259,197000000000.0,7077406725.0,2023-09-09 00:00:00+00:00,1635.8532618000002,6.188997453816294,1643.1727069,22.431511977531876,1651.425418066667,28.63748013037635,1654.6699251000002,26.706215784548615,1698.8499034666668,81.45612670592165,1648.8774966704652,1684.490666846081,-35.61317017561578,-40.24947645861707
2023-09-10 00:00:00 UTC,1634.445946,197000000000.0,2588492463.0,2023-09-10 00:00:00+00:00,1636.6169416,5.5895251662997705,1636.1064912,5.471172827101181,1650.1598597999998,28.960238798661692,1652.2691311499998,26.230316598070264,1691.6355353666668,76.98905845887595,1646.6572581057783,1680.783650487112,-34.126392381333744,-39.02485964316041
2023-09-11 00:00:00 UTC,1617.48618,195000000000.0,6682429117.0,2023-09-11 00:00:00+00:00,1633.4987767999999,10.36594531293305,1633.3369567,7.126321524094296,1648.2652718,30.163080084133842,1649.8014168999998,27.094666707681956,1683.9670135333333,72.23508183219788,1642.1693999356585,1676.0949489695483,-33.925549033889865,-38.0049975213063
2023-09-12 00:00:00 UTC,1549.893423,186000000000.0,12284774715.0,2023-09-12 00:00:00+00:00,1616.8969782,38.862617780349325,1625.2657100000001,27.408381695069522,1641.1294294666668,39.25691995508485,1645.5365233500002,35.058345001109515,1674.0132863333336,69.29445015729256,1627.973095791711,1666.7466877866188,-38.77359199490775,-38.15871641602659
